Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Michael Carter,PEDeAndre Hopkins,RB,NYJ,Bench,12.8,17,1,2022
Odell Beckham Jr.,PEDeAndre Hopkins,WR,FA,Bench,0,0,1,2022
Patrick Mahomes,PEDeAndre Hopkins,QB,KC,Bench,22.7,34.9,1,2022
Tony Pollard,PEDeAndre Hopkins,RB,DAL,Bench,10.6,4.2,1,2022
Tyler Lockett,PEDeAndre Hopkins,WR,SEA,Bench,12.2,5.8,1,2022
Patriots,PEDeAndre Hopkins,D/ST,NE,D/ST,5,4,1,2022
Darnell Mooney,PEDeAndre Hopkins,WR,CHI,FLEX,11.6,1.8,1,2022
Evan McPherson,PEDeAndre Hopkins,K,CIN,K,9,7,1,2022
Josh Allen,PEDeAndre Hopkins,QB,BUF,QB,22.6,31.48,1,2022
Javonte Williams,PEDeAndre Hopkins,RB,DEN,RB,15.3,19.8,1,2022
Leonard Fournette,PEDeAndre Hopkins,RB,TB,RB,17.2,15.7,1,2022
Zach Ertz,PEDeAndre Hopkins,TE,ARI,TE,10,11.4,1,2022
Amon-Ra St. Brown,PEDeAndre Hopkins,WR,DET,WR,13.1,20.4,1,2022
Cooper Kupp,PEDeAndre Hopkins,WR,LAR,WR,19.7,31.8,1,2022
Chris Olave,Scammer got Scammed,WR,NO,Bench,9.6,9.1,1,2022
Damien Harris,Scammer got Scammed,RB,NE,Bench,11,7.8,1,2022
Hunter Renfrow,Scammer got Scammed,WR,LV,Bench,12.6,5.1,1,2022
Raheem Mostert,Scammer got Scammed,RB,MIA,Bench,8.5,4.2,1,2022
Robbie Anderson,Scammer got Scammed,WR,CAR,Bench,9.4,21.2,1,2022
Browns,Scammer got Scammed,D/ST,CLE,D/ST,7.3,8,1,2022
Nick Chubb,Scammer got Scammed,RB,CLE,FLEX,13.9,15.3,1,2022
Justin Tucker,Scammer got Scammed,K,BAL,K,8.4,6,1,2022
Derek Carr,Scammer got Scammed,QB,LV,QB,16,13.8,1,2022
David Montgomery,Scammer got Scammed,RB,CHI,RB,14.5,8,1,2022
Derrick Henry,Scammer got Scammed,RB,TEN,RB,18,8.2,1,2022
T.J. Hockenson,Scammer got Scammed,TE,DET,TE,10.4,7.8,1,2022
Terry McLaurin,Scammer got Scammed,WR,WSH,WR,14.2,13.8,1,2022
Tyreek Hill,Scammer got Scammed,WR,MIA,WR,15.9,18,1,2022
Alec Pierce,Silence D at work,WR,IND,Bench,8.5,0,1,2022
Chase Claypool,Silence D at work,WR,PIT,Bench,11.7,9.4,1,2022
Devin Singletary,Silence D at work,RB,BUF,Bench,10.7,8.2,1,2022
Elijah Moore,Silence D at work,WR,NYJ,Bench,12.8,9.9,1,2022
Isiah Pacheco,Silence D at work,RB,KC,Bench,3.1,12.2,1,2022
Nyheim Hines,Silence D at work,RB,IND,Bench,8.3,11.4,1,2022
Rashod Bateman,Silence D at work,WR,BAL,Bench,12.2,13.9,1,2022
49ers,Silence D at work,D/ST,SF,D/ST,8.5,6,1,2022
Amari Cooper,Silence D at work,WR,CLE,FLEX,11.6,4.7,1,2022
George Kittle,Silence D at work,TE,SF,IR,0,0,1,2022
Nick Folk,Silence D at work,K,NE,K,8.3,1,1,2022
Jalen Hurts,Silence D at work,QB,PHI,QB,22.9,24.72,1,2022
James Conner,Silence D at work,RB,ARI,RB,17,16.5,1,2022
Jonathan Taylor,Silence D at work,RB,IND,RB,21.8,27.5,1,2022
Evan Engram,Silence D at work,TE,JAX,TE,8.2,6.8,1,2022
Courtland Sutton,Silence D at work,WR,DEN,WR,12.8,11.2,1,2022
Keenan Allen,Silence D at work,WR,LAC,WR,14,10.6,1,2022
AJ Dillon,The DakStreet Boys,RB,GB,Bench,10.6,20.1,1,2022
Allen Robinson II,The DakStreet Boys,WR,LAR,Bench,12.9,2.2,1,2022
Cam Akers,The DakStreet Boys,RB,LAR,Bench,12.4,0,1,2022
Christian Kirk,The DakStreet Boys,WR,JAX,Bench,12.8,17.7,1,2022
Jarvis Landry,The DakStreet Boys,WR,NO,Bench,8.9,18.4,1,2022
Mecole Hardman,The DakStreet Boys,WR,KC,Bench,9.8,10.6,1,2022
Tua Tagovailoa,The DakStreet Boys,QB,MIA,Bench,17.3,14.8,1,2022
Packers,The DakStreet Boys,D/ST,GB,D/ST,5.1,0,1,2022
Mike Williams,The DakStreet Boys,WR,LAC,FLEX,13.9,3,1,2022
Matt Gay,The DakStreet Boys,K,LAR,K,8.9,6,1,2022
Dak Prescott,The DakStreet Boys,QB,DAL,QB,18.6,4.46,1,2022
Ezekiel Elliott,The DakStreet Boys,RB,DAL,RB,13.3,5.9,1,2022
Joe Mixon,The DakStreet Boys,RB,CIN,RB,17.3,21.5,1,2022
Mike Gesicki,The DakStreet Boys,TE,MIA,TE,8.6,1.1,1,2022
Diontae Johnson,The DakStreet Boys,WR,PIT,WR,14.7,12.5,1,2022
Justin Jefferson,The DakStreet Boys,WR,MIN,WR,17.9,39.4,1,2022
Aaron Rodgers,Dave Sucks,QB,GB,Bench,19.6,16.36,2,2022
Breece Hall,Dave Sucks,RB,NYJ,Bench,10.1,13,2,2022
Josh Jacobs,Dave Sucks,RB,LV,Bench,14.6,9.1,2,2022
Kadarius Toney,Dave Sucks,WR,NYG,Bench,7.5,2,2,2022
Marquise Brown,Dave Sucks,WR,ARI,Bench,13.7,12.8,2,2022
Matthew Stafford,Dave Sucks,QB,LAR,Bench,18.1,18.88,2,2022
Russell Gage,Dave Sucks,WR,TB,Bench,10.4,7.8,2,2022
Colts,Dave Sucks,D/ST,IND,D/ST,6.5,0,2,2022
DJ Moore,Dave Sucks,WR,CAR,FLEX,14,13.3,2,2022
Matt Prater,Dave Sucks,K,ARI,K,7.7,1,2,2022
Lamar Jackson,Dave Sucks,QB,BAL,QB,20.6,42.62,2,2022
J.K. Dobbins,Dave Sucks,RB,BAL,RB,0,0,2,2022
Najee Harris,Dave Sucks,RB,PIT,RB,16.3,13.9,2,2022
Pat Freiermuth,Dave Sucks,TE,PIT,TE,9.8,12.2,2,2022
Stefon Diggs,Dave Sucks,WR,BUF,WR,17.3,44.8,2,2022
Tee Higgins,Dave Sucks,WR,CIN,WR,13.9,19.1,2,2022
Alvin Kamara,Dylan ate my Fantasy Points,RB,NO,Bench,0,0,2,2022
DeAndre Carter,Dylan ate my Fantasy Points,WR,LAC,Bench,7.7,8.5,2,2022
Drake London,Dylan ate my Fantasy Points,WR,ATL,Bench,12,24.6,2,2022
J.D. McKissic,Dylan ate my Fantasy Points,RB,WSH,Bench,9.6,13.3,2,2022
Kareem Hunt,Dylan ate my Fantasy Points,RB,CLE,Bench,11.5,9.4,2,2022
Tony Jones Jr.,Dylan ate my Fantasy Points,RB,NO,Bench,6.5,4,2,2022
Travis Etienne Jr.,Dylan ate my Fantasy Points,RB,JAX,Bench,10.3,8.3,2,2022
Steelers,Dylan ate my Fantasy Points,D/ST,PIT,D/ST,5.9,2,2,2022
Jerry Jeudy,Dylan ate my Fantasy Points,WR,DEN,FLEX,12.7,2.2,2,2022
Elijah Mitchell,Dylan ate my Fantasy Points,RB,SF,IR,0,0,2,2022
Brandon McManus,Dylan ate my Fantasy Points,K,DEN,K,8.3,12,2,2022
Tom Brady,Dylan ate my Fantasy Points,QB,TB,QB,18.1,9.4,2,2022
Aaron Jones,Dylan ate my Fantasy Points,RB,GB,RB,15.4,32,2,2022
Mark Ingram II,Dylan ate my Fantasy Points,RB,NO,RB,11.1,6.1,2,2022
Kyle Pitts,Dylan ate my Fantasy Points,TE,ATL,TE,11.5,3.9,2,2022
Brandin Cooks,Dylan ate my Fantasy Points,WR,HOU,WR,13.7,9.4,2,2022
Davante Adams,Dylan ate my Fantasy Points,WR,LV,WR,18.8,9.2,2,2022
Dameon Pierce,Justin Jefferson,RB,HOU,Bench,10.5,8.7,2,2022
DeVonta Smith,Justin Jefferson,WR,PHI,Bench,11,15,2,2022
Gabe Davis,Justin Jefferson,WR,BUF,Bench,0,0,2,2022
Kirk Cousins,Justin Jefferson,QB,MIN,Bench,16.7,8.84,2,2022
Michael Pittman Jr.,Justin Jefferson,WR,IND,Bench,0,0,2,2022
Rex Burkhead,Justin Jefferson,RB,HOU,Bench,11.4,2.9,2,2022
Rams,Justin Jefferson,D/ST,LAR,D/ST,8.1,11,2,2022
Chase Edmonds,Justin Jefferson,RB,MIA,FLEX,12.9,5.1,2,2022
Chris Godwin,Justin Jefferson,WR,TB,IR,0,0,2,2022
Jake Elliott,Justin Jefferson,K,PHI,K,8.2,5,2,2022
Joe Burrow,Justin Jefferson,QB,CIN,QB,17.9,16.56,2,2022
Christian McCaffrey,Justin Jefferson,RB,CAR,RB,22.4,16.8,2,2022
Darrell Henderson Jr.,Justin Jefferson,RB,LAR,RB,15.5,10.7,2,2022
Mark Andrews,Justin Jefferson,TE,BAL,TE,13.7,25.7,2,2022
Curtis Samuel,Justin Jefferson,WR,WSH,WR,12.1,22.9,2,2022
Deebo Samuel,Justin Jefferson,WR,SF,WR,16.6,14.7,2,2022
Adam Thielen,Justin is Brown,WR,MIN,Bench,12.1,9.2,2,2022
Allen Lazard,Justin is Brown,WR,GB,Bench,11.4,9.3,2,2022
Brandon Aiyuk,Justin is Brown,WR,SF,Bench,10.7,11.3,2,2022
George Pickens,Justin is Brown,WR,PIT,Bench,8.8,3.3,2,2022
Hayden Hurst,Justin is Brown,TE,CIN,Bench,7.8,7.4,2,2022
Julio Jones,Justin is Brown,WR,TB,Bench,0,0,2,2022
Rashaad Penny,Justin is Brown,RB,SEA,Bench,12.2,1.5,2,2022
Bills,Justin is Brown,D/ST,BUF,D/ST,6.1,22,2,2022
CeeDee Lamb,Justin is Brown,WR,DAL,FLEX,13.7,15.1,2,2022
Daniel Carlson,Justin is Brown,K,LV,K,8.5,13,2,2022
Justin Herbert,Justin is Brown,QB,LAC,QB,21.4,23.46,2,2022
Austin Ekeler,Justin is Brown,RB,LAC,RB,18.8,18.4,2,2022
Javonte Williams,Justin is Brown,RB,DEN,RB,16,9.5,2,2022
Zach Ertz,Justin is Brown,TE,ARI,TE,8.9,15.5,2,2022
A.J. Brown,Justin is Brown,WR,PHI,WR,15,11.9,2,2022
Amon-Ra St. Brown,Justin is Brown,WR,DET,WR,13.5,39.4,2,2022
Garrett Wilson,My Boy,WR,NYJ,Bench,8.1,30,2,2022
James Robinson,My Boy,RB,JAX,Bench,11.4,15.8,2,2022
Melvin Gordon III,My Boy,RB,DEN,Bench,11.4,6.3,2,2022
Miles Sanders,My Boy,RB,PHI,Bench,13.4,11.6,2,2022
Ravens,My Boy,D/ST,BAL,Bench,5.9,2,2,2022
Rhamondre Stevenson,My Boy,RB,NE,Bench,10.6,6.1,2,2022
Trey Lance,My Boy,QB,SF,Bench,18,2.5,2,2022
Broncos,My Boy,D/ST,DEN,D/ST,7.2,8,2,2022
Mike Evans,My Boy,WR,TB,FLEX,13.8,9.1,2,2022
Graham Gano,My Boy,K,NYG,K,8,17,2,2022
Kyler Murray,My Boy,QB,ARI,QB,20.1,25.88,2,2022
Antonio Gibson,My Boy,RB,WSH,RB,16.2,12.1,2,2022
Dalvin Cook,My Boy,RB,MIN,RB,18,7.6,2,2022
Dalton Schultz,My Boy,TE,DAL,TE,10.1,1.8,2,2022
Ja'Marr Chase,My Boy,WR,CIN,WR,16.8,10.8,2,2022
Jaylen Waddle,My Boy,WR,MIA,WR,13.2,40.1,2,2022
Alexander Mattison,Najee Germany,RB,MIN,Bench,4.8,4.4,2,2022
Clyde Edwards-Helaire,Najee Germany,RB,KC,Bench,12.2,15.8,2,2022
DeAndre Hopkins,Najee Germany,WR,ARI,Bench,0,0,2,2022
Hunter Henry,Najee Germany,TE,NE,Bench,7.9,0,2,2022
James Cook,Najee Germany,RB,BUF,Bench,1.5,5.3,2,2022
Jeff Wilson Jr.,Najee Germany,RB,SF,Bench,11.5,12.3,2,2022
Tyler Boyd,Najee Germany,WR,CIN,Bench,8.1,5.7,2,2022
Bengals,Najee Germany,D/ST,CIN,D/ST,7.6,3,2,2022
Michael Thomas,Najee Germany,WR,NO,FLEX,12.3,18.5,2,2022
Tyler Bass,Najee Germany,K,BUF,K,8.2,12,2,2022
Russell Wilson,Najee Germany,QB,DEN,QB,20.1,11.06,2,2022
D'Andre Swift,Najee Germany,RB,DET,RB,15.6,16.7,2,2022
Saquon Barkley,Najee Germany,RB,NYG,RB,17.3,11.8,2,2022
Darren Waller,Najee Germany,TE,LV,TE,11.5,17,2,2022
DK Metcalf,Najee Germany,WR,SEA,WR,13,7.5,2,2022
JuJu Smith-Schuster,Najee Germany,WR,KC,WR,13.4,4,2,2022
Jahan Dotson,PEDeAndre Hopkins,WR,WSH,Bench,8.8,17.9,2,2022
KaVontae Turpin,PEDeAndre Hopkins,WR,DAL,Bench,2,0.3,2,2022
Odell Beckham Jr.,PEDeAndre Hopkins,WR,FA,Bench,0,0,2,2022
Patrick Mahomes,PEDeAndre Hopkins,QB,KC,Bench,22.3,17.3,2,2022
Tony Pollard,PEDeAndre Hopkins,RB,DAL,Bench,9.2,19.8,2,2022
Tyler Lockett,PEDeAndre Hopkins,WR,SEA,Bench,10.5,19.7,2,2022
Patriots,PEDeAndre Hopkins,D/ST,NE,D/ST,6.4,10,2,2022
Michael Carter,PEDeAndre Hopkins,RB,NYJ,FLEX,13.4,10,2,2022
Dontrell Hilliard,PEDeAndre Hopkins,RB,TEN,IR,0,0,2,2022
Evan McPherson,PEDeAndre Hopkins,K,CIN,K,8.4,13,2,2022
Josh Allen,PEDeAndre Hopkins,QB,BUF,QB,24.4,29.68,2,2022
Cordarrelle Patterson,PEDeAndre Hopkins,RB,ATL,RB,12.9,4.1,2,2022
Leonard Fournette,PEDeAndre Hopkins,RB,TB,RB,17.3,9.4,2,2022
Travis Kelce,PEDeAndre Hopkins,TE,KC,TE,16,10.1,2,2022
Cooper Kupp,PEDeAndre Hopkins,WR,LAR,WR,20.2,31.8,2,2022
Darnell Mooney,PEDeAndre Hopkins,WR,CHI,WR,11.6,0.6,2,2022
Chris Olave,Scammer got Scammed,WR,NO,Bench,8.5,11,2,2022
Damien Harris,Scammer got Scammed,RB,NE,Bench,11.1,16.7,2,2022
Hunter Renfrow,Scammer got Scammed,WR,LV,Bench,11.7,10.9,2,2022
Jakobi Meyers,Scammer got Scammed,WR,NE,Bench,11.1,18.5,2,2022
Raheem Mostert,Scammer got Scammed,RB,MIA,Bench,8.4,10.9,2,2022
Robbie Anderson,Scammer got Scammed,WR,CAR,Bench,11.2,4.2,2,2022
Rondale Moore,Scammer got Scammed,WR,ARI,Bench,0,0,2,2022
Browns,Scammer got Scammed,D/ST,CLE,D/ST,6.9,0,2,2022
Nick Chubb,Scammer got Scammed,RB,CLE,FLEX,14.9,32.3,2,2022
Justin Tucker,Scammer got Scammed,K,BAL,K,8.7,10,2,2022
Derek Carr,Scammer got Scammed,QB,LV,QB,17.6,18.98,2,2022
David Montgomery,Scammer got Scammed,RB,CHI,RB,13.4,15.6,2,2022
Derrick Henry,Scammer got Scammed,RB,TEN,RB,17,8.5,2,2022
T.J. Hockenson,Scammer got Scammed,TE,DET,TE,10.5,5.6,2,2022
Terry McLaurin,Scammer got Scammed,WR,WSH,WR,14.3,12.2,2,2022
Tyreek Hill,Scammer got Scammed,WR,MIA,WR,17,42,2,2022
Amari Cooper,Silence D at work,WR,CLE,Bench,10.8,25.1,2,2022
Chase Claypool,Silence D at work,WR,PIT,Bench,11.9,6.6,2,2022
Devin Singletary,Silence D at work,RB,BUF,Bench,11.3,4.1,2,2022
George Kittle,Silence D at work,TE,SF,Bench,0,0,2,2022
Isiah Pacheco,Silence D at work,RB,KC,Bench,2.5,0.6,2,2022
Nyheim Hines,Silence D at work,RB,IND,Bench,9.6,7.7,2,2022
49ers,Silence D at work,D/ST,SF,D/ST,7,13,2,2022
Elijah Moore,Silence D at work,WR,NYJ,FLEX,11.3,6.5,2,2022
Keenan Allen,Silence D at work,WR,LAC,IR,0,0,2,2022
Nick Folk,Silence D at work,K,NE,K,8,4,2,2022
Jalen Hurts,Silence D at work,QB,PHI,QB,22,33.02,2,2022
James Conner,Silence D at work,RB,ARI,RB,17.5,7.1,2,2022
Jonathan Taylor,Silence D at work,RB,IND,RB,21.7,7.3,2,2022
Tyler Higbee,Silence D at work,TE,LAR,TE,9.1,14.1,2,2022
Courtland Sutton,Silence D at work,WR,DEN,WR,13,19.7,2,2022
Rashod Bateman,Silence D at work,WR,BAL,WR,11.3,20.8,2,2022
AJ Dillon,The DakStreet Boys,RB,GB,Bench,12.4,7.7,2,2022
Allen Robinson II,The DakStreet Boys,WR,LAR,Bench,11.7,15.3,2,2022
Cam Akers,The DakStreet Boys,RB,LAR,Bench,8.1,8.2,2,2022
Christian Kirk,The DakStreet Boys,WR,JAX,Bench,12.6,25.8,2,2022
Dak Prescott,The DakStreet Boys,QB,DAL,Bench,0,0,2,2022
Jarvis Landry,The DakStreet Boys,WR,NO,Bench,10.6,6.5,2,2022
Mecole Hardman,The DakStreet Boys,WR,KC,Bench,11.2,7.5,2,2022
Packers,The DakStreet Boys,D/ST,GB,D/ST,9.1,10,2,2022
Mike Williams,The DakStreet Boys,WR,LAC,FLEX,14.4,25.3,2,2022
Matt Gay,The DakStreet Boys,K,LAR,K,9,7,2,2022
Carson Wentz,The DakStreet Boys,QB,WSH,QB,18.3,27.78,2,2022
Ezekiel Elliott,The DakStreet Boys,RB,DAL,RB,13.3,5.9,2,2022
Joe Mixon,The DakStreet Boys,RB,CIN,RB,16.6,11.3,2,2022
Gerald Everett,The DakStreet Boys,TE,LAC,TE,7.9,13.1,2,2022
Diontae Johnson,The DakStreet Boys,WR,PIT,WR,13.9,13.7,2,2022
Justin Jefferson,The DakStreet Boys,WR,MIN,WR,19.7,10.8,2,2022
Aaron Rodgers,Dave Sucks,QB,GB,Bench,16.2,16.1,3,2022
Breece Hall,Dave Sucks,RB,NYJ,Bench,8.4,15.2,3,2022
Josh Jacobs,Dave Sucks,RB,LV,Bench,11.7,14.7,3,2022
Kadarius Toney,Dave Sucks,WR,NYG,Bench,0,0,3,2022
Marquise Brown,Dave Sucks,WR,ARI,Bench,13.5,28,3,2022
Matthew Stafford,Dave Sucks,QB,LAR,Bench,18.7,10.16,3,2022
Russell Gage,Dave Sucks,WR,TB,Bench,12.3,24.7,3,2022
Colts,Dave Sucks,D/ST,IND,D/ST,1.9,6,3,2022
DJ Moore,Dave Sucks,WR,CAR,FLEX,13.3,2.5,3,2022
Matt Prater,Dave Sucks,K,ARI,K,8.3,14,3,2022
Lamar Jackson,Dave Sucks,QB,BAL,QB,23.2,39.42,3,2022
J.K. Dobbins,Dave Sucks,RB,BAL,RB,10.8,6,3,2022
Najee Harris,Dave Sucks,RB,PIT,RB,15.8,13.1,3,2022
Pat Freiermuth,Dave Sucks,TE,PIT,TE,11.6,6.1,3,2022
Stefon Diggs,Dave Sucks,WR,BUF,WR,18.9,14.4,3,2022
Tee Higgins,Dave Sucks,WR,CIN,WR,13.8,14.3,3,2022
DJ Chark,Dylan ate my Fantasy Points,WR,DET,Bench,10.8,7.6,3,2022
J.D. McKissic,Dylan ate my Fantasy Points,RB,WSH,Bench,9.2,10,3,2022
Jerry Jeudy,Dylan ate my Fantasy Points,WR,DEN,Bench,11.9,3.7,3,2022
Kareem Hunt,Dylan ate my Fantasy Points,RB,CLE,Bench,11,9.1,3,2022
Rashaad Penny,Dylan ate my Fantasy Points,RB,SEA,Bench,11.2,7.9,3,2022
Sterling Shepard,Dylan ate my Fantasy Points,WR,NYG,Bench,11.3,9.9,3,2022
Treylon Burks,Dylan ate my Fantasy Points,WR,TEN,Bench,10.9,3.1,3,2022
Steelers,Dylan ate my Fantasy Points,D/ST,PIT,D/ST,6.3,1,3,2022
Drake London,Dylan ate my Fantasy Points,WR,ATL,FLEX,13.3,14.4,3,2022
Elijah Mitchell,Dylan ate my Fantasy Points,RB,SF,IR,0,0,3,2022
Brandon McManus,Dylan ate my Fantasy Points,K,DEN,K,8.3,4,3,2022
Tom Brady,Dylan ate my Fantasy Points,QB,TB,QB,17.9,14.74,3,2022
Aaron Jones,Dylan ate my Fantasy Points,RB,GB,RB,13.8,5.7,3,2022
Alvin Kamara,Dylan ate my Fantasy Points,RB,NO,RB,18.2,7.3,3,2022
Zach Ertz,Dylan ate my Fantasy Points,TE,ARI,TE,10.1,10.5,3,2022
CeeDee Lamb,Dylan ate my Fantasy Points,WR,DAL,WR,13.3,22.7,3,2022
Davante Adams,Dylan ate my Fantasy Points,WR,LV,WR,19.6,14.2,3,2022
Chase Edmonds,Justin Jefferson,RB,MIA,Bench,11.4,15.7,3,2022
Curtis Samuel,Justin Jefferson,WR,WSH,Bench,12.8,13.1,3,2022
Darrell Henderson Jr.,Justin Jefferson,RB,LAR,Bench,10.7,1.7,3,2022
DeVonta Smith,Justin Jefferson,WR,PHI,Bench,11.4,30.9,3,2022
Kirk Cousins,Justin Jefferson,QB,MIN,Bench,18.4,18.3,3,2022
Rams,Justin Jefferson,D/ST,LAR,Bench,4.1,4,3,2022
Rex Burkhead,Justin Jefferson,RB,HOU,Bench,9.6,7,3,2022
Buccaneers,Justin Jefferson,D/ST,TB,D/ST,6.4,6,3,2022
Gabe Davis,Justin Jefferson,WR,BUF,FLEX,13.7,6.7,3,2022
Chris Godwin,Justin Jefferson,WR,TB,IR,0,0,3,2022
Jake Elliott,Justin Jefferson,K,PHI,K,7.9,6,3,2022
Joe Burrow,Justin Jefferson,QB,CIN,QB,18.4,23,3,2022
Christian McCaffrey,Justin Jefferson,RB,CAR,RB,21.2,13.5,3,2022
Dameon Pierce,Justin Jefferson,RB,HOU,RB,11.8,18.1,3,2022
Mark Andrews,Justin Jefferson,TE,BAL,TE,15.7,28.9,3,2022
Deebo Samuel,Justin Jefferson,WR,SF,WR,17.7,12.9,3,2022
Michael Pittman Jr.,Justin Jefferson,WR,IND,WR,15.2,15.2,3,2022
Adam Thielen,Justin is Brown,WR,MIN,Bench,11,18.1,3,2022
Allen Lazard,Justin is Brown,WR,GB,Bench,10.9,14.5,3,2022
Brandon Aiyuk,Justin is Brown,WR,SF,Bench,11.6,12.9,3,2022
George Pickens,Justin is Brown,WR,PIT,Bench,7,6.9,3,2022
Julio Jones,Justin is Brown,WR,TB,Bench,0,0,3,2022
Marcus Mariota,Justin is Brown,QB,ATL,Bench,17,15.56,3,2022
Travis Etienne Jr.,Justin is Brown,RB,JAX,Bench,9.9,10.5,3,2022
Bills,Justin is Brown,D/ST,BUF,D/ST,4.6,6,3,2022
Brandin Cooks,Justin is Brown,WR,HOU,FLEX,14.7,4.2,3,2022
Daniel Carlson,Justin is Brown,K,LV,K,8.2,10,3,2022
Justin Herbert,Justin is Brown,QB,LAC,QB,20.2,12.58,3,2022
Austin Ekeler,Justin is Brown,RB,LAC,RB,18.8,13.3,3,2022
Javonte Williams,Justin is Brown,RB,DEN,RB,14.5,9,3,2022
Kyle Pitts,Justin is Brown,TE,ATL,TE,9.7,13.7,3,2022
A.J. Brown,Justin is Brown,WR,PHI,WR,16.3,19.5,3,2022
Amon-Ra St. Brown,Justin is Brown,WR,DET,WR,17.7,13.3,3,2022
Broncos,My Boy,D/ST,DEN,Bench,5.6,17,3,2022
Dalton Schultz,My Boy,TE,DAL,Bench,0,0,3,2022
Garrett Wilson,My Boy,WR,NYJ,Bench,12.7,12,3,2022
James Robinson,My Boy,RB,JAX,Bench,12,20.6,3,2022
Melvin Gordon III,My Boy,RB,DEN,Bench,9.3,16.5,3,2022
Mike Evans,My Boy,WR,TB,Bench,0,0,3,2022
Rhamondre Stevenson,My Boy,RB,NE,Bench,10.3,20.1,3,2022
Texans,My Boy,D/ST,HOU,D/ST,7.7,8,3,2022
Miles Sanders,My Boy,RB,PHI,FLEX,13.6,5.4,3,2022
Graham Gano,My Boy,K,NYG,K,7.9,14,3,2022
Kyler Murray,My Boy,QB,ARI,QB,20.2,13.36,3,2022
Antonio Gibson,My Boy,RB,WSH,RB,14.6,11,3,2022
Dalvin Cook,My Boy,RB,MIN,RB,18.2,13.6,3,2022
Evan Engram,My Boy,TE,JAX,TE,8.5,3.9,3,2022
Ja'Marr Chase,My Boy,WR,CIN,WR,18.1,12.7,3,2022
Jaylen Waddle,My Boy,WR,MIA,WR,16.7,15.1,3,2022
Alexander Mattison,Najee Germany,RB,MIN,Bench,5.8,11.4,3,2022
Clyde Edwards-Helaire,Najee Germany,RB,KC,Bench,11.8,14.9,3,2022
DeAndre Hopkins,Najee Germany,WR,ARI,Bench,0,0,3,2022
Hunter Henry,Najee Germany,TE,NE,Bench,7.7,1.8,3,2022
Jeff Wilson Jr.,Najee Germany,RB,SF,Bench,12.1,11.6,3,2022
Tua Tagovailoa,Najee Germany,QB,MIA,Bench,17.7,11.44,3,2022
Tyler Boyd,Najee Germany,WR,CIN,Bench,7,20.5,3,2022
Saints,Najee Germany,D/ST,NO,D/ST,6.8,6,3,2022
Michael Thomas,Najee Germany,WR,NO,FLEX,13.8,9.9,3,2022
Tyler Bass,Najee Germany,K,BUF,K,7.9,4,3,2022
Russell Wilson,Najee Germany,QB,DEN,QB,17.8,9.06,3,2022
D'Andre Swift,Najee Germany,RB,DET,RB,16.5,7.6,3,2022
Saquon Barkley,Najee Germany,RB,NYG,RB,17.9,22.6,3,2022
Darren Waller,Najee Germany,TE,LV,TE,13.6,5.2,3,2022
DK Metcalf,Najee Germany,WR,SEA,WR,12.8,17.4,3,2022
JuJu Smith-Schuster,Najee Germany,WR,KC,WR,11.3,13.9,3,2022
Dallas Goedert,PEDeAndre Hopkins,TE,PHI,Bench,9.7,11.6,3,2022
Darnell Mooney,PEDeAndre Hopkins,WR,CHI,Bench,9.7,4.3,3,2022
Jamaal Williams,PEDeAndre Hopkins,RB,DET,Bench,8.1,24.7,3,2022
Michael Carter,PEDeAndre Hopkins,RB,NYJ,Bench,13.2,5.6,3,2022
Nelson Agholor,PEDeAndre Hopkins,WR,NE,Bench,11,4.1,3,2022
Patrick Mahomes,PEDeAndre Hopkins,QB,KC,Bench,22.4,17.08,3,2022
Tony Pollard,PEDeAndre Hopkins,RB,DAL,Bench,11.5,10.5,3,2022
Panthers,PEDeAndre Hopkins,D/ST,CAR,D/ST,7.5,13,3,2022
Jahan Dotson,PEDeAndre Hopkins,WR,WSH,FLEX,9.7,3,3,2022
Evan McPherson,PEDeAndre Hopkins,K,CIN,K,8.2,9,3,2022
Josh Allen,PEDeAndre Hopkins,QB,BUF,QB,24.2,26.7,3,2022
Cordarrelle Patterson,PEDeAndre Hopkins,RB,ATL,RB,12,22.3,3,2022
Leonard Fournette,PEDeAndre Hopkins,RB,TB,RB,17.6,12,3,2022
Travis Kelce,PEDeAndre Hopkins,TE,KC,TE,16.1,17.9,3,2022
Cooper Kupp,PEDeAndre Hopkins,WR,LAR,WR,21.7,16.4,3,2022
Tyler Lockett,PEDeAndre Hopkins,WR,SEA,WR,12.4,16.6,3,2022
Chris Olave,Scammer got Scammed,WR,NO,Bench,9.4,23.7,3,2022
Damien Harris,Scammer got Scammed,RB,NE,Bench,12,12.6,3,2022
Hunter Renfrow,Scammer got Scammed,WR,LV,Bench,0,0,3,2022
Jakobi Meyers,Scammer got Scammed,WR,NE,Bench,0,0,3,2022
Raheem Mostert,Scammer got Scammed,RB,MIA,Bench,8.9,1.1,3,2022
Robbie Anderson,Scammer got Scammed,WR,CAR,Bench,10.6,2.4,3,2022
Rondale Moore,Scammer got Scammed,WR,ARI,Bench,0,0,3,2022
Browns,Scammer got Scammed,D/ST,CLE,D/ST,7.3,10,3,2022
Nick Chubb,Scammer got Scammed,RB,CLE,FLEX,14.8,17.3,3,2022
Justin Tucker,Scammer got Scammed,K,BAL,K,8.3,9,3,2022
