Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Tyler Johnson,Njigbas Be Wildin,WR,LAR,FLEX,10.6,5,3,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,8.3,12,3,2024
Patrick Mahomes,Njigbas Be Wildin,QB,KC,QB,20,16.38,3,2024
Najee Harris,Njigbas Be Wildin,RB,PIT,RB,11.3,13.6,3,2024
Zach Charbonnet,Njigbas Be Wildin,RB,SEA,RB,16.4,25.7,3,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,11.5,5.6,3,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,WR,11,13.8,3,2024
Tyreek Hill,Njigbas Be Wildin,WR,MIA,WR,15.8,7,3,2024
Aaron Rodgers,Reigning,QB,NYJ,Bench,15.5,21.04,3,2024
Allen Lazard,Reigning,WR,NYJ,Bench,8.5,13.8,3,2024
Cowboys,Reigning,D/ST,DAL,Bench,4.3,-6,3,2024
Ja'Lynn Polk,Reigning,WR,NE,Bench,6.9,3.3,3,2024
Jayden Reed,Reigning,WR,GB,Bench,8.6,10.9,3,2024
Juwan Johnson,Reigning,TE,NO,Bench,7.1,0,3,2024
Keenan Allen,Reigning,WR,CHI,Bench,0,0,3,2024
Texans,Reigning,D/ST,HOU,D/ST,7,5,3,2024
Javonte Williams,Reigning,RB,DEN,FLEX,12.6,6.1,3,2024
Christian McCaffrey,Reigning,RB,SF,IR,0,0,3,2024
Jake Moody,Reigning,K,SF,K,8.5,5,3,2024
Josh Allen,Reigning,QB,BUF,QB,21.5,30.92,3,2024
Aaron Jones,Reigning,RB,MIN,RB,14.2,25.8,3,2024
Jordan Mason,Reigning,RB,SF,RB,18.6,10.8,3,2024
Mark Andrews,Reigning,TE,BAL,TE,10.8,0,3,2024
Gabe Davis,Reigning,WR,JAX,WR,10.7,3.8,3,2024
Nico Collins,Reigning,WR,HOU,WR,16.5,12.6,3,2024
Adam Thielen,Team Chieffo,WR,CAR,Bench,8.6,13,3,2024
Geno Smith,Team Chieffo,QB,SEA,Bench,16.5,11.36,3,2024
Jalin Hyatt,Team Chieffo,WR,NYG,Bench,1.3,0,3,2024
Jameson Williams,Team Chieffo,WR,DET,Bench,13.3,1.2,3,2024
Kenneth Walker III,Team Chieffo,RB,SEA,Bench,0,0,3,2024
Taysom Hill,Team Chieffo,TE,NO,Bench,0,0,3,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,6.7,3.2,3,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,8.1,6,3,2024
Rashee Rice,Team Chieffo,WR,KC,FLEX,18,29.1,3,2024
Justin Tucker,Team Chieffo,K,BAL,K,7.9,3,3,2024
Baker Mayfield,Team Chieffo,QB,TB,QB,17.8,8.52,3,2024
Austin Ekeler,Team Chieffo,RB,WSH,RB,10.1,13.7,3,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,14.9,6.2,3,2024
Travis Kelce,Team Chieffo,TE,KC,TE,12.5,7,3,2024
DK Metcalf,Team Chieffo,WR,SEA,WR,14.3,20.4,3,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,18.7,29.8,3,2024
A.J. Brown,Under the InfluWentz,WR,PHI,Bench,0,0,3,2024
Brandin Cooks,Under the InfluWentz,WR,DAL,Bench,8.6,3.6,3,2024
Hayden Hurst,Under the InfluWentz,TE,LAC,Bench,6.3,3.5,3,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,Bench,9.1,21.2,3,2024
Justin Fields,Under the InfluWentz,QB,PIT,Bench,15.7,18.4,3,2024
Michael Wilson,Under the InfluWentz,WR,ARI,Bench,7.6,14.4,3,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,0,0,3,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,4.8,5,3,2024
Christian Kirk,Under the InfluWentz,WR,JAX,FLEX,10.7,15.9,3,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,0,0,3,2024
Jake Elliott,Under the InfluWentz,K,PHI,K,8.3,0,3,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,QB,18.2,9.8,3,2024
Carson Steele,Under the InfluWentz,RB,KC,RB,10.8,8.4,3,2024
Zamir White,Under the InfluWentz,RB,LV,RB,13.5,3.4,3,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,TE,10.6,15.5,3,2024
Drake London,Under the InfluWentz,WR,ATL,WR,14.1,18.7,3,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,14.9,5.3,3,2024
Chase Brown,willimantic crack addicts,RB,CIN,Bench,7.5,8.9,3,2024
David Njoku,willimantic crack addicts,TE,CLE,Bench,0,0,3,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,10.4,12.4,3,2024
Rome Odunze,willimantic crack addicts,WR,CHI,Bench,10.5,23.4,3,2024
Tee Higgins,willimantic crack addicts,WR,CIN,Bench,9.6,6.9,3,2024
Tua Tagovailoa,willimantic crack addicts,QB,MIA,Bench,0,0,3,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,7.2,6.2,3,2024
Vikings,willimantic crack addicts,D/ST,MIN,D/ST,4.1,14,3,2024
Xavier Worthy,willimantic crack addicts,WR,KC,FLEX,11.7,5,3,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,8.4,0,3,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,19.2,25.36,3,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,21.4,15.7,3,2024
James Conner,willimantic crack addicts,RB,ARI,RB,15.3,3.5,3,2024
Colby Parkinson,willimantic crack addicts,TE,LAR,TE,8.6,5.1,3,2024
CeeDee Lamb,willimantic crack addicts,WR,DAL,WR,21.1,8.7,3,2024
Stefon Diggs,willimantic crack addicts,WR,HOU,WR,12.5,19.92,3,2024
Bucky Irving,'fore i repeat it ima forget it,RB,TB,Bench,10.1,12.5,4,2024
Chuba Hubbard,'fore i repeat it ima forget it,RB,CAR,Bench,14.4,22.1,4,2024
Emanuel Wilson,'fore i repeat it ima forget it,RB,GB,Bench,6.1,2.7,4,2024
Jordan Love,'fore i repeat it ima forget it,QB,GB,Bench,15.8,28.16,4,2024
Josh Downs,'fore i repeat it ima forget it,WR,IND,Bench,8.5,22.2,4,2024
Kareem Hunt,'fore i repeat it ima forget it,RB,KC,Bench,1.9,10.5,4,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,11.2,4.9,4,2024
Jets,'fore i repeat it ima forget it,D/ST,NYJ,D/ST,6.8,8,4,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,FLEX,11.9,10.2,4,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,IR,0,0,4,2024
Austin Seibert,'fore i repeat it ima forget it,K,WSH,K,8,11,4,2024
Anthony Richardson,'fore i repeat it ima forget it,QB,IND,QB,15.9,5.24,4,2024
Breece Hall,'fore i repeat it ima forget it,RB,NYJ,RB,19.9,3.8,4,2024
Kyren Williams,'fore i repeat it ima forget it,RB,LAR,RB,19,20.4,4,2024
Brock Bowers,'fore i repeat it ima forget it,TE,LV,TE,11.6,5.1,4,2024
Deebo Samuel Sr.,'fore i repeat it ima forget it,WR,SF,WR,14.6,10.2,4,2024
Mike Evans,'fore i repeat it ima forget it,WR,TB,WR,14.6,23.4,4,2024
Antonio Gibson,Amon a new Level,RB,NE,Bench,7.1,10.9,4,2024
Brock Purdy,Amon a new Level,QB,SF,Bench,18,14.62,4,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,11.7,2.5,4,2024
Darnell Mooney,Amon a new Level,WR,ATL,Bench,11.5,8.6,4,2024
Jaxon Smith-Njigba,Amon a new Level,WR,SEA,Bench,11.7,13.1,4,2024
Mike Gesicki,Amon a new Level,TE,CIN,Bench,8.4,0.1,4,2024
Rashod Bateman,Amon a new Level,WR,BAL,Bench,7.5,3.3,4,2024
Saints,Amon a new Level,D/ST,NO,D/ST,4.7,3,4,2024
J.K. Dobbins,Amon a new Level,RB,LAC,FLEX,15.4,9.2,4,2024
Harrison Butker,Amon a new Level,K,KC,K,8.1,4,4,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,19.5,16.32,4,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,15.3,35.9,4,2024
Rachaad White,Amon a new Level,RB,TB,RB,12.8,10.4,4,2024
George Kittle,Amon a new Level,TE,SF,TE,12.7,14.5,4,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,15.5,20.78,4,2024
Terry McLaurin,Amon a new Level,WR,WSH,WR,13.5,18.2,4,2024
Cam Akers,Big Johnson,RB,HOU,Bench,12.7,5.3,4,2024
Davante Adams,Big Johnson,WR,LV,Bench,0,0,4,2024
Jared Goff,Big Johnson,QB,DET,Bench,13,27.18,4,2024
Jerome Ford,Big Johnson,RB,CLE,Bench,13.2,15.5,4,2024
Pat Freiermuth,Big Johnson,TE,PIT,Bench,8,16.7,4,2024
Rashid Shaheed,Big Johnson,WR,NO,Bench,11.5,15.7,4,2024
Tyler Lockett,Big Johnson,WR,SEA,Bench,10.5,11.1,4,2024
Dolphins,Big Johnson,D/ST,MIA,D/ST,7.6,4,4,2024
Zack Moss,Big Johnson,RB,CIN,FLEX,14.6,17.8,4,2024
Matt Prater,Big Johnson,K,ARI,K,8.5,2,4,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,19.8,23.64,4,2024
Josh Jacobs,Big Johnson,RB,GB,RB,14,11.8,4,2024
Saquon Barkley,Big Johnson,RB,PHI,RB,19.7,13.6,4,2024
Kyle Pitts,Big Johnson,TE,ATL,TE,9,0,4,2024
Diontae Johnson,Big Johnson,WR,CAR,WR,15.2,21.3,4,2024
George Pickens,Big Johnson,WR,PIT,WR,12.1,16.3,4,2024
Curtis Samuel,Dyls belly,WR,BUF,Bench,5.3,3.5,4,2024
Jerry Jeudy,Dyls belly,WR,CLE,Bench,9.6,13.2,4,2024
Raheem Mostert,Dyls belly,RB,MIA,Bench,0,0,4,2024
Romeo Doubs,Dyls belly,WR,GB,Bench,9.2,7.9,4,2024
Sam Darnold,Dyls belly,QB,MIN,Bench,16.5,20.5,4,2024
Tony Pollard,Dyls belly,RB,TEN,Bench,15.3,18.8,4,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,7.4,5.7,4,2024
Eagles,Dyls belly,D/ST,PHI,D/ST,7.2,2,4,2024
Chris Godwin,Dyls belly,WR,TB,FLEX,15.8,12.9,4,2024
Cameron Dicker,Dyls belly,K,LAC,K,8.1,5,4,2024
Dak Prescott,Dyls belly,QB,DAL,QB,17.6,16.74,4,2024
David Montgomery,Dyls belly,RB,DET,RB,13.8,15,4,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,RB,15.3,7,4,2024
Trey McBride,Dyls belly,TE,ARI,TE,0,0,4,2024
Brandon Aiyuk,Dyls belly,WR,SF,WR,12.9,6.8,4,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,18.4,20.5,4,2024
DeAndre Hopkins,Jah is gay,WR,TEN,Bench,8.4,5.1,4,2024
Isaiah Likely,Jah is gay,TE,BAL,Bench,7.3,3.6,4,2024
Kirk Cousins,Jah is gay,QB,ATL,Bench,14.2,7.52,4,2024
MarShawn Lloyd,Jah is gay,RB,GB,Bench,0,0,4,2024
Mike Williams,Jah is gay,WR,NYJ,Bench,8.2,10.7,4,2024
Tank Dell,Jah is gay,WR,HOU,Bench,0,0,4,2024
Tyjae Spears,Jah is gay,RB,TEN,Bench,9,11.9,4,2024
Steelers,Jah is gay,D/ST,PIT,D/ST,5.8,1,4,2024
Brian Thomas Jr.,Jah is gay,WR,JAX,FLEX,9.9,21.9,4,2024
Jake Bates,Jah is gay,K,DET,K,8,6,4,2024
Kyler Murray,Jah is gay,QB,ARI,QB,20.4,9.98,4,2024
Bijan Robinson,Jah is gay,RB,ATL,RB,20.1,11.4,4,2024
De'Von Achane,Jah is gay,RB,MIA,RB,16.6,5.9,4,2024
Dalton Kincaid,Jah is gay,TE,BUF,TE,10.9,9.7,4,2024
Chris Olave,Jah is gay,WR,NO,WR,13.9,16.7,4,2024
Marvin Harrison Jr.,Jah is gay,WR,ARI,WR,16.4,15.5,4,2024
Blake Corum,Kode,RB,LAR,Bench,0.8,0,4,2024
Devin Singletary,Kode,RB,NYG,Bench,14.3,4.8,4,2024
Dontayvion Wicks,Kode,WR,GB,Bench,6.7,24.8,4,2024
Jaylen Warren,Kode,RB,PIT,Bench,0,0,4,2024
Puka Nacua,Kode,WR,LAR,Bench,0,0,4,2024
Rico Dowdle,Kode,RB,DAL,Bench,10.8,13.1,4,2024
Trey Benson,Kode,RB,ARI,Bench,5.2,5,4,2024
Lions,Kode,D/ST,DET,D/ST,5.8,1,4,2024
Brian Robinson Jr.,Kode,RB,WSH,FLEX,15.4,20.3,4,2024
Greg Zuerlein,Kode,K,NYJ,K,8.1,9,4,2024
Caleb Williams,Kode,QB,CHI,QB,15.4,11.48,4,2024
James Cook,Kode,RB,BUF,RB,15.8,5.8,4,2024
Jonathan Taylor,Kode,RB,IND,RB,17.9,19.8,4,2024
Noah Fant,Kode,TE,SEA,TE,7.7,4.6,4,2024
Malik Nabers,Kode,WR,NYG,WR,18.7,23.1,4,2024
Michael Pittman Jr.,Kode,WR,IND,WR,11.1,17.3,4,2024
Alexander Mattison,Mixon it (K)upp,RB,LV,Bench,7.2,6,4,2024
DeVonta Smith,Mixon it (K)upp,WR,PHI,Bench,0,0,4,2024
Demarcus Robinson,Mixon it (K)upp,WR,LAR,Bench,9.3,5.7,4,2024
Evan Engram,Mixon it (K)upp,TE,JAX,Bench,0,0,4,2024
Jordan Addison,Mixon it (K)upp,WR,MIN,Bench,10.9,22.9,4,2024
Keon Coleman,Mixon it (K)upp,WR,BUF,Bench,4.4,8.1,4,2024
Ladd McConkey,Mixon it (K)upp,WR,LAC,Bench,11.1,17.7,4,2024
Raiders,Mixon it (K)upp,D/ST,LV,D/ST,8,10,4,2024
DJ Moore,Mixon it (K)upp,WR,CHI,FLEX,14.9,11.2,4,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,IR,0,0,4,2024
Evan McPherson,Mixon it (K)upp,K,CIN,K,8.2,13,4,2024
Jayden Daniels,Mixon it (K)upp,QB,WSH,QB,22.1,24.02,4,2024
Jahmyr Gibbs,Mixon it (K)upp,RB,DET,RB,14.5,19.8,4,2024
Rhamondre Stevenson,Mixon it (K)upp,RB,NE,RB,15.1,8.2,4,2024
Dallas Goedert,Mixon it (K)upp,TE,PHI,TE,12.1,13.2,4,2024
Amari Cooper,Mixon it (K)upp,WR,CLE,WR,12,7.5,4,2024
Garrett Wilson,Mixon it (K)upp,WR,NYJ,WR,13.7,7.1,4,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,8.9,0,4,2024
Cole Kmet,Njigbas Be Wildin,TE,CHI,Bench,8.5,6.4,4,2024
Cooper Kupp,Njigbas Be Wildin,WR,LAR,Bench,0,0,4,2024
Joe Mixon,Njigbas Be Wildin,RB,HOU,Bench,0,0,4,2024
Patrick Mahomes,Njigbas Be Wildin,QB,KC,Bench,17.6,13,4,2024
Ravens,Njigbas Be Wildin,D/ST,BAL,Bench,3.4,10,4,2024
Tyler Johnson,Njigbas Be Wildin,WR,LAR,Bench,8.7,0,4,2024
Bears,Njigbas Be Wildin,D/ST,CHI,D/ST,5.5,7,4,2024
Jauan Jennings,Njigbas Be Wildin,WR,SF,FLEX,10.1,11.8,4,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,8.4,11,4,2024
Daniel Jones,Njigbas Be Wildin,QB,NYG,QB,18.2,9.54,4,2024
Najee Harris,Njigbas Be Wildin,RB,PIT,RB,13.3,10.3,4,2024
Zach Charbonnet,Njigbas Be Wildin,RB,SEA,RB,8.2,10.4,4,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,9,9.3,4,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,WR,12.3,15,4,2024
Tyreek Hill,Njigbas Be Wildin,WR,MIA,WR,13.3,8.2,4,2024
Aaron Rodgers,Reigning,QB,NYJ,Bench,15.4,11.6,4,2024
Allen Lazard,Reigning,WR,NYJ,Bench,8.4,10.8,4,2024
Andrei Iosivas,Reigning,WR,CIN,Bench,8.2,3.9,4,2024
Braelon Allen,Reigning,RB,NYJ,Bench,8.8,5.6,4,2024
Gabe Davis,Reigning,WR,JAX,Bench,10,0.8,4,2024
Jaylen Waddle,Reigning,WR,MIA,Bench,9.8,7.6,4,2024
Mark Andrews,Reigning,TE,BAL,Bench,7.7,0,4,2024
Texans,Reigning,D/ST,HOU,D/ST,7.1,1,4,2024
Javonte Williams,Reigning,RB,DEN,FLEX,10.2,10,4,2024
Christian McCaffrey,Reigning,RB,SF,IR,0,0,4,2024
Jake Moody,Reigning,K,SF,K,8.4,13,4,2024
Josh Allen,Reigning,QB,BUF,QB,21.5,7.3,4,2024
Aaron Jones,Reigning,RB,MIN,RB,16.8,17.9,4,2024
Jordan Mason,Reigning,RB,SF,RB,17.2,24,4,2024
Zach Ertz,Reigning,TE,WSH,TE,9.2,7.2,4,2024
Jayden Reed,Reigning,WR,GB,WR,12.4,27.1,4,2024
Nico Collins,Reigning,WR,HOU,WR,17.4,33.1,4,2024
Adam Thielen,Team Chieffo,WR,CAR,Bench,0,0,4,2024
Austin Ekeler,Team Chieffo,RB,WSH,Bench,0,0,4,2024
Baker Mayfield,Team Chieffo,QB,TB,Bench,16.5,28.88,4,2024
Jalin Hyatt,Team Chieffo,WR,NYG,Bench,1.5,0,4,2024
Jameson Williams,Team Chieffo,WR,DET,Bench,11.3,16,4,2024
Taysom Hill,Team Chieffo,TE,NO,Bench,6.6,14.4,4,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,5.7,10,4,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,7.8,12,4,2024
Rashee Rice,Team Chieffo,WR,KC,FLEX,19.4,0,4,2024
Justin Tucker,Team Chieffo,K,BAL,K,7.8,5,4,2024
Geno Smith,Team Chieffo,QB,SEA,QB,16.1,21.6,4,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,13.1,29.5,4,2024
Kenneth Walker III,Team Chieffo,RB,SEA,RB,13.4,33.6,4,2024
Travis Kelce,Team Chieffo,TE,KC,TE,10.5,15.9,4,2024
DK Metcalf,Team Chieffo,WR,SEA,WR,15.7,15.4,4,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,18,17.5,4,2024
A.J. Brown,Under the InfluWentz,WR,PHI,Bench,0,0,4,2024
Brandin Cooks,Under the InfluWentz,WR,DAL,Bench,7.7,2.6,4,2024
Hayden Hurst,Under the InfluWentz,TE,LAC,Bench,6.5,1.6,4,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,Bench,12.1,9.9,4,2024
Justin Fields,Under the InfluWentz,QB,PIT,Bench,16.5,31.98,4,2024
Michael Wilson,Under the InfluWentz,WR,ARI,Bench,10,4.8,4,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,0,0,4,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,6.9,23,4,2024
Christian Kirk,Under the InfluWentz,WR,JAX,FLEX,9.5,19.1,4,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,0,0,4,2024
Jake Elliott,Under the InfluWentz,K,PHI,K,8.2,2,4,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,QB,19.2,23.5,4,2024
Carson Steele,Under the InfluWentz,RB,KC,RB,11.6,-0.4,4,2024
Zamir White,Under the InfluWentz,RB,LV,RB,10.4,3,4,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,TE,10.7,11.9,4,2024
Drake London,Under the InfluWentz,WR,ATL,WR,13.8,12.4,4,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,14.3,2,4,2024
Chase Brown,willimantic crack addicts,RB,CIN,Bench,7.7,23.2,4,2024
David Njoku,willimantic crack addicts,TE,CLE,Bench,0,0,4,2024
Rome Odunze,willimantic crack addicts,WR,CHI,Bench,10.3,2,4,2024
Tee Higgins,willimantic crack addicts,WR,CIN,Bench,11.7,12,4,2024
Tua Tagovailoa,willimantic crack addicts,QB,MIA,Bench,0,0,4,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,10.1,19.6,4,2024
Xavier Worthy,willimantic crack addicts,WR,KC,Bench,10.9,16.3,4,2024
Vikings,willimantic crack addicts,D/ST,MIN,D/ST,5,3,4,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,FLEX,10.3,2.3,4,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,8.6,6,4,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,18.7,16.28,4,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,19,24.9,4,2024
James Conner,willimantic crack addicts,RB,ARI,RB,16.5,18.3,4,2024
Hunter Henry,willimantic crack addicts,TE,NE,TE,8.6,3.2,4,2024
CeeDee Lamb,willimantic crack addicts,WR,DAL,WR,19.4,23.6,4,2024
Stefon Diggs,willimantic crack addicts,WR,HOU,WR,14.6,18.5,4,2024
Anthony Richardson,'fore i repeat it ima forget it,QB,IND,Bench,0,0,5,2024
Bucky Irving,'fore i repeat it ima forget it,RB,TB,Bench,9.8,5.6,5,2024
Jalen Brooks,'fore i repeat it ima forget it,WR,DAL,Bench,4.4,2,5,2024
Josh Downs,'fore i repeat it ima forget it,WR,IND,Bench,11.3,15.9,5,2024
Kareem Hunt,'fore i repeat it ima forget it,RB,KC,Bench,11.8,18.7,5,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,9.3,6.3,5,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,Bench,0,0,5,2024
Chiefs,'fore i repeat it ima forget it,D/ST,KC,D/ST,5.2,8,5,2024
Chuba Hubbard,'fore i repeat it ima forget it,RB,CAR,FLEX,14.8,17.5,5,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,IR,0,0,5,2024
Brayden Narveson,'fore i repeat it ima forget it,K,GB,K,8,7,5,2024
Jordan Love,'fore i repeat it ima forget it,QB,GB,QB,20,15.96,5,2024
Breece Hall,'fore i repeat it ima forget it,RB,NYJ,RB,16.7,6.7,5,2024
Kyren Williams,'fore i repeat it ima forget it,RB,LAR,RB,20.5,15.5,5,2024
Brock Bowers,'fore i repeat it ima forget it,TE,LV,TE,8.7,23.7,5,2024
Deebo Samuel Sr.,'fore i repeat it ima forget it,WR,SF,WR,16.6,3,5,2024
Mike Evans,'fore i repeat it ima forget it,WR,TB,WR,14.9,23.2,5,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,Bench,0,0,5,2024
Antonio Gibson,Amon a new Level,RB,NE,Bench,9.8,6.6,5,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,0,0,5,2024
J.K. Dobbins,Amon a new Level,RB,LAC,Bench,0,0,5,2024
Jalen Hurts,Amon a new Level,QB,PHI,Bench,0,0,5,2024
Mike Gesicki,Amon a new Level,TE,CIN,Bench,7.2,5.1,5,2024
Rashod Bateman,Amon a new Level,WR,BAL,Bench,7.1,15.8,5,2024
Packers,Amon a new Level,D/ST,GB,D/ST,4.5,11,5,2024
Jaxon Smith-Njigba,Amon a new Level,WR,SEA,FLEX,12.6,13.1,5,2024
Harrison Butker,Amon a new Level,K,KC,K,8,13,5,2024
Brock Purdy,Amon a new Level,QB,SF,QB,19.2,13.06,5,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,18.8,16.6,5,2024
Rachaad White,Amon a new Level,RB,TB,RB,12.1,9.6,5,2024
George Kittle,Amon a new Level,TE,SF,TE,12.2,20.4,5,2024
Darnell Mooney,Amon a new Level,WR,ATL,WR,12.4,31.5,5,2024
Terry McLaurin,Amon a new Level,WR,WSH,WR,13.5,13.4,5,2024
Davante Adams,Big Johnson,WR,LV,Bench,0,0,5,2024
Jared Goff,Big Johnson,QB,DET,Bench,0,0,5,2024
Kyle Pitts,Big Johnson,TE,ATL,Bench,7.2,15.8,5,2024
Pat Freiermuth,Big Johnson,TE,PIT,Bench,8.8,9.2,5,2024
Saquon Barkley,Big Johnson,RB,PHI,Bench,0,0,5,2024
Tyler Lockett,Big Johnson,WR,SEA,Bench,10.2,11.5,5,2024
Zack Moss,Big Johnson,RB,CIN,Bench,12.8,8.2,5,2024
Seahawks,Big Johnson,D/ST,SEA,D/ST,6,7,5,2024
Rashid Shaheed,Big Johnson,WR,NO,FLEX,13,18.6,5,2024
Chris Boswell,Big Johnson,K,PIT,K,8.3,6,5,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,21.8,33.42,5,2024
Jerome Ford,Big Johnson,RB,CLE,RB,13.1,7.9,5,2024
Josh Jacobs,Big Johnson,RB,GB,RB,15.5,16.4,5,2024
Tucker Kraft,Big Johnson,TE,GB,TE,10.5,24.8,5,2024
Diontae Johnson,Big Johnson,WR,CAR,WR,15.3,5.9,5,2024
George Pickens,Big Johnson,WR,PIT,WR,14.3,5.6,5,2024
Cameron Dicker,Dyls belly,K,LAC,Bench,0,0,5,2024
Curtis Samuel,Dyls belly,WR,BUF,Bench,7.9,0.9,5,2024
David Montgomery,Dyls belly,RB,DET,Bench,0,0,5,2024
Jerry Jeudy,Dyls belly,WR,CLE,Bench,10.7,2.6,5,2024
Romeo Doubs,Dyls belly,WR,GB,Bench,0,0,5,2024
Sam Darnold,Dyls belly,QB,MIN,Bench,14.9,4.26,5,2024
Tony Pollard,Dyls belly,RB,TEN,Bench,0,0,5,2024
Trey McBride,Dyls belly,TE,ARI,Bench,12.9,11.3,5,2024
Commanders,Dyls belly,D/ST,WSH,D/ST,7.6,14,5,2024
Chris Godwin,Dyls belly,WR,TB,FLEX,15.5,11.6,5,2024
Dak Prescott,Dyls belly,QB,DAL,QB,18.1,16.38,5,2024
Raheem Mostert,Dyls belly,RB,MIA,RB,6.2,11.8,5,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,RB,13.7,12,5,2024
Tyler Conklin,Dyls belly,TE,NYJ,TE,8,11.5,5,2024
Brandon Aiyuk,Dyls belly,WR,SF,WR,13.8,22.7,5,2024
Justin Jefferson,Dyls belly,WR,MIN,WR,16.9,15.2,5,2024
DeAndre Hopkins,Jah is gay,WR,TEN,Bench,0,0,5,2024
Isaiah Likely,Jah is gay,TE,BAL,Bench,6.3,16.3,5,2024
Jake Bates,Jah is gay,K,DET,Bench,0,0,5,2024
Kirk Cousins,Jah is gay,QB,ATL,Bench,15.5,34.36,5,2024
Mike Williams,Jah is gay,WR,NYJ,Bench,7,4.5,5,2024
Tank Dell,Jah is gay,WR,HOU,Bench,10.8,7.3,5,2024
Tyjae Spears,Jah is gay,RB,TEN,Bench,0,0,5,2024
Steelers,Jah is gay,D/ST,PIT,D/ST,4.1,7,5,2024
Brian Thomas Jr.,Jah is gay,WR,JAX,FLEX,12.9,23.2,5,2024
Matt Gay,Jah is gay,K,IND,K,8.2,10,5,2024
Kyler Murray,Jah is gay,QB,ARI,QB,17.3,24.1,5,2024
Bijan Robinson,Jah is gay,RB,ATL,RB,17.5,10.7,5,2024
De'Von Achane,Jah is gay,RB,MIA,RB,15.8,2.7,5,2024
Dalton Kincaid,Jah is gay,TE,BUF,TE,10.4,5.4,5,2024
Chris Olave,Jah is gay,WR,NO,WR,13.7,3,5,2024
Marvin Harrison Jr.,Jah is gay,WR,ARI,WR,16,5.6,5,2024
Blake Corum,Kode,RB,LAR,Bench,0,4.3,5,2024
Devin Singletary,Kode,RB,NYG,Bench,0,0,5,2024
Jaylen Warren,Kode,RB,PIT,Bench,0,0,5,2024
Jonathan Taylor,Kode,RB,IND,Bench,0,0,5,2024
